Age,Gender,Neuter_status,Breed_group,Weaning_age,Outdoors,Other_cats,Activity_level,Contact_people,Aggression_stranger,Aggression_owner,Aggression_cats,Shyness_novel,Shyness_strangers,Grooming,Wool_sucking,Behaviour_problem
1.1452,2,1,PER,5,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
4.4438,2,0,PER,5,5,1,3,3,1,1,1,3,3,1.0,0.0,1.0
0.3589,2,0,CRX,3,3,0,5,5,1,1,1,2,2,3.0,4.0,1.0
2.7534,1,1,other,5,3,1,5,5,1,1,1,1,1,2.0,0.0,1.0
2.5616,1,1,PER,8,5,1,2,3,1,1,1,3,4,1.0,0.0,1.0
2.8521,2,1,BRI,4,1,0,3,4,1,1,2,2,2,1.0,0.0,1.0
4.2767,2,0,PER,8,5,1,3,3,1,1,1,1,2,1.0,0.0,1.0
13.4027,1,1,HCS,6,1,1,3,3,1,1,1,4,3,1.0,0.0,1.0
5.3699,1,1,PER,5,5,1,4,5,1,1,1,1,1,1.0,0.0,1.0
4.8795,2,1,ORI,6,3,1,3,4,1,1,1,1,2,2.0,3.0,2.0
0.3808,2,1,RUS,4,0,1,3,3,2,1,2,3,4,2.0,0.0,1.0
2.0384,1,1,RUS,4,0,1,4,4,1,1,1,3,3,2.0,0.0,2.0
0.789,1,1,RUS,8,0,1,4,5,1,1,2,1,1,5.0,0.0,2.0
4.1753,1,1,ORI,4,5,1,4,4,1,1,1,1,1,3.0,0.0,2.0
8.4466,1,1,ORI,5,4,1,5,5,1,1,3,4,1,4.0,4.0,2.0
2.6877,2,1,PER,4,0,1,4,4,1,1,1,1,2,1.0,0.0,1.0
6.1863,1,1,ORI,5,5,1,3,4,1,1,1,1,2,4.0,4.0,2.0
4.3397,1,0,PER,6,1,1,3,4,1,1,1,2,1,1.0,0.0,1.0
1.1315,2,0,PER,4,0,1,5,3,1,1,1,1,2,1.0,0.0,1.0
2.0219,2,1,PER,4,2,1,3,3,1,1,1,1,1,1.0,0.0,1.0
0.7068,1,1,BEN,5,4,0,4,5,1,1,1,2,2,3.0,4.0,1.0
2.789,1,1,RAG,4,0,0,5,5,1,1,4,4,4,2.0,4.0,1.0
9.0411,2,1,DRX,5,0,1,3,5,1,1,1,1,1,1.0,0.0,1.0
2.9397,1,1,ABY,4,3,1,4,3,1,1,4,4,3,3.0,0.0,1.0
0.7945,2,0,ORI,6,1,1,4,5,1,1,1,3,3,1.0,0.0,1.0
1.0301,1,1,ABY,6,1,0,4,4,1,2,1,3,2,3.0,0.0,1.0
8.6164,2,1,DRX,4,0,0,2,2,2,2,2,4,3,5.0,0.0,1.0
8.2219,2,1,RUS,5,3,1,3,4,2,1,1,3,3,2.0,0.0,1.0
2.6986,2,0,DRX,5,0,1,5,4,1,1,1,1,1,1.0,0.0,1.0
8.1753,2,1,RUS,5,3,1,4,5,1,1,1,3,2,2.0,0.0,1.0
0.8027,2,1,ABY,4,0,1,5,3,1,1,1,3,1,1.0,0.0,1.0
1.9507,2,1,ABY,4,0,1,4,4,1,1,1,3,4,1.0,0.0,1.0
1.9507,2,1,ABY,4,0,1,4,3,1,1,1,2,2,1.0,1.0,1.0
13.3589,1,1,ABY,5,0,1,5,5,1,1,1,2,1,1.0,0.0,1.0
7.7726,1,1,ABY,5,0,1,4,3,1,1,4,2,2,1.0,3.0,1.0
9.4548,1,1,ABY,4,0,1,4,4,1,1,1,2,3,1.0,0.0,1.0
0.1863,2,0,DRX,8,0,1,4,1,1,1,1,1,1,1.0,0.0,1.0
0.1863,1,0,DRX,8,0,1,4,4,1,1,1,1,1,1.0,0.0,1.0
4.8192,2,1,DRX,4,3,0,4,4,1,1,1,3,3,1.0,0.0,1.0
9.1534,1,1,ABY,4,3,1,2,5,1,1,1,2,2,2.0,0.0,1.0
9.7041,1,1,ABY,4,5,1,4,5,1,1,2,3,3,1.0,0.0,1.0
2.3178,2,0,other,1,0,0,4,5,1,1,1,2,3,1.0,0.0,1.0
9.5863,2,1,MCO,5,4,1,3,3,1,1,2,3,2,2.0,0.0,1.0
0.7973,1,1,ORI,4,1,1,4,4,1,1,1,4,4,3.0,2.0,1.0
4.7096,2,0,MCO,8,5,1,3,2,1,1,2,2,2,1.0,0.0,1.0
4.8877,2,1,ABY,4,1,1,4,5,1,1,1,2,2,3.0,5.0,1.0
0.8658,1,0,MCO,8,5,1,4,4,1,1,1,3,2,1.0,1.0,1.0
2.3233,1,0,PER,4,5,0,5,5,1,1,1,1,1,1.0,0.0,1.0
2.1726,1,0,PER,4,4,1,3,3,1,1,1,1,1,1.0,0.0,2.0
5.5096,2,1,ABY,4,0,1,3,3,1,1,1,1,1,1.0,0.0,1.0
2.4521,2,1,MCO,8,5,1,4,3,1,1,2,2,2,1.0,2.0,1.0
5.5562,2,0,PER,8,0,1,5,5,1,1,1,1,1,1.0,0.0,2.0
2.2986,1,1,BRI,4,2,1,2,4,1,1,2,2,1,1.0,4.0,1.0
2.1726,2,0,PER,8,0,1,4,5,1,1,1,1,1,1.0,0.0,2.0
0.6027,1,0,MCO,5,5,1,4,4,1,1,1,2,1,1.0,1.0,1.0
4.926,2,1,RAG,4,1,1,3,2,2,2,2,4,3,4.0,5.0,3.0
9.4548,2,1,ABY,4,0,1,3,3,1,1,1,1,1,1.0,0.0,1.0
6.7096,2,1,PER,7,0,1,4,4,1,1,1,1,1,1.0,0.0,2.0
8.474,2,1,PER,4,0,1,4,4,1,1,1,2,2,1.0,0.0,2.0
6.3205,2,0,DRX,4,5,1,4,4,1,1,1,1,1,1.0,0.0,1.0
9.7041,1,1,PER,4,4,1,5,5,1,1,1,1,1,1.0,0.0,2.0
7.1589,2,1,PER,4,4,0,4,4,1,1,1,1,1,1.0,0.0,2.0
2.5096,1,1,TUV,4,5,0,5,5,1,1,2,2,1,2.0,1.0,1.0
0.9425,2,1,TUV,5,0,0,5,5,1,1,1,1,1,2.0,0.0,1.0
1.4685,1,0,BRI,4,5,0,4,4,1,1,2,1,1,1.0,0.0,1.0
1.474,1,0,ORI,4,1,1,3,3,4,2,1,2,2,2.0,0.0,1.0
3.8164,1,1,ABY,4,3,1,3,5,1,1,1,2,2,3.0,3.0,1.0
2.3644,2,1,DRX,4,1,1,4,4,1,1,1,1,2,2.0,0.0,1.0
3.7616,1,1,ABY,4,4,1,5,1,1,1,1,3,3,1.0,0.0,1.0
14.5808,1,1,RAG,4,2,1,2,5,1,1,1,4,1,1.0,6.0,1.0
9.5918,2,1,BRI,4,4,1,3,3,1,1,1,1,1,1.0,0.0,1.0
8.9507,2,1,BRI,4,4,1,3,3,1,1,2,2,2,1.0,0.0,1.0
6.7096,1,1,PER,4,5,0,4,4,1,1,1,1,1,1.0,0.0,1.0
6.7096,2,0,PER,4,5,1,4,4,1,1,1,1,1,1.0,0.0,1.0
3.1699,1,1,PER,4,5,1,4,4,1,1,1,1,1,1.0,0.0,1.0
9.3342,2,1,BEN,5,3,1,5,5,1,1,1,2,2,2.0,0.0,1.0
4.2055,1,1,PER,8,5,1,3,3,1,1,1,1,1,1.0,0.0,1.0
3.3288,2,1,RUS,4,1,1,3,4,1,1,2,3,1,1.0,3.0,1.0
8.2055,2,1,BEN,5,4,1,3,4,1,1,1,2,2,2.0,0.0,1.0
0.4493,1,0,PER,4,5,1,3,5,1,1,1,1,1,1.0,0.0,1.0
5.4137,2,1,ABY,4,4,1,3,4,1,1,3,1,1,1.0,0.0,1.0
2.7699,1,1,ABY,4,4,1,4,5,1,1,3,2,1,1.0,0.0,1.0
4.3507,1,1,DRX,4,1,1,3,3,1,1,1,2,2,3.0,4.0,1.0
1.4685,2,1,BRI,5,4,0,4,4,1,1,2,3,2,3.0,0.0,1.0
3.663,1,1,DRX,4,1,1,4,4,1,1,1,2,2,3.0,0.0,1.0
5.5945,2,1,ORI,8,4,1,4,5,1,1,3,2,1,1.0,5.0,2.0
0.7808,2,0,PER,8,1,1,3,3,1,1,1,2,2,1.0,0.0,1.0
5.1507,2,0,PER,5,1,1,4,4,1,1,2,2,1,1.0,0.0,1.0
9.8603,2,1,BUR,4,0,1,3,4,1,1,1,2,2,1.0,0.0,1.0
14.1315,1,1,ABY,4,0,1,3,3,1,1,1,2,3,1.0,0.0,1.0
14.4493,1,1,ABY,5,0,1,4,5,1,1,1,2,1,1.0,0.0,1.0
4.3342,2,1,ORI,5,1,1,2,3,1,1,2,2,1,1.0,0.0,1.0
1.6247,1,0,ORI,4,0,1,3,3,1,1,2,3,2,3.0,0.0,2.0
13.337,2,1,BUR,4,5,1,3,4,1,1,2,1,1,1.0,0.0,1.0
9.3507,1,1,TUV,6,0,1,5,3,1,1,1,4,4,3.0,4.0,1.0
3.1863,1,1,NFO,5,0,1,4,2,1,1,1,4,5,1.0,0.0,2.0
6.611,1,1,DRX,4,1,1,3,5,1,1,1,1,1,3.0,0.0,1.0
2.8027,1,1,DRX,4,1,1,4,5,1,1,1,1,1,3.0,2.0,1.0
10.589,2,1,PER,4,4,1,4,4,1,1,1,1,2,1.0,0.0,1.0
7.9425,1,1,PER,3,4,1,2,2,1,1,1,2,2,2.0,0.0,1.0
8.589,2,1,SBI,5,1,0,3,4,2,1,2,3,2,2.0,2.0,1.0
7.9425,2,1,PER,4,3,1,3,3,1,1,1,2,1,1.0,0.0,1.0
0.8904,2,1,RUS,4,2,1,5,5,1,1,1,2,2,1.0,0.0,1.0
0.4137,2,0,RUS,4,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
6.0082,2,1,BEN,2,0,1,3,3,1,1,1,5,5,1.0,0.0,1.0
5.1205,2,1,BEN,2,0,1,3,3,1,1,1,2,1,1.0,4.0,1.0
6.7781,1,1,BEN,4,0,1,4,5,1,1,1,1,1,1.0,0.0,1.0
0.4192,2,0,MCO,4,1,0,4,3,1,1,1,2,2,1.0,0.0,1.0
5.3288,1,1,ORI,5,3,1,5,5,1,1,1,2,2,2.0,0.0,1.0
8.1836,2,1,SIB,4,5,1,3,3,1,1,2,3,4,2.0,0.0,0.0
5.2521,1,1,ORI,4,3,1,4,5,1,1,1,1,1,2.0,3.0,2.0
2.6466,2,1,ORI,4,1,1,3,4,1,1,2,1,1,2.0,0.0,2.0
3.6685,2,1,ORI,5,3,1,4,4,1,1,1,1,1,1.0,0.0,1.0
8.1836,1,1,SIB,4,5,1,3,3,1,1,3,3,5,1.0,0.0,2.0
0.6959,2,0,BRI,4,1,1,4,4,1,1,2,3,1,1.0,4.0,1.0
9.337,1,1,ORI,4,3,1,3,5,1,1,1,3,1,1.0,4.0,2.0
4.5233,2,1,ORI,6,3,1,3,5,1,1,1,3,2,1.0,0.0,1.0
0.5945,1,1,ORI,5,2,0,4,5,1,1,1,2,2,2.0,1.0,1.0
9.5397,2,1,ORI,4,0,1,4,4,1,1,3,4,5,1.0,2.0,1.0
0.9863,1,0,DRX,5,0,1,4,5,1,1,1,1,2,2.0,0.0,1.0
3.8055,1,1,ORI,8,0,1,5,2,1,1,1,5,5,1.0,1.0,2.0
0.7671,1,0,other,8,5,1,4,4,1,1,1,1,2,3.0,0.0,1.0
2.8411,1,1,HCS,3,3,0,3,4,2,1,2,2,2,3.0,5.0,0.0
5.8767,2,1,TUV,6,1,0,4,5,2,1,1,3,4,1.0,0.0,1.0
10.1918,1,1,SBI,4,1,1,3,5,1,1,1,4,3,2.0,3.0,1.0
10.1918,2,1,SBI,4,1,1,4,3,1,1,1,4,5,2.0,1.0,1.0
0.7836,2,0,PER,8,1,1,3,3,1,2,1,2,2,1.0,0.0,1.0
1.9726,2,0,HCS,1,3,0,4,4,1,1,1,1,1,1.0,0.0,1.0
5.8,2,1,ORI,6,1,1,4,5,1,1,1,2,2,1.0,1.0,1.0
1.0493,1,1,HCS,2,5,0,3,3,1,1,1,1,1,1.0,0.0,1.0
2.5178,2,1,ABY,4,5,1,4,4,1,1,5,1,1,4.0,1.0,1.0
1.063,1,1,ABY,8,5,1,4,5,1,1,2,1,1,4.0,0.0,1.0
7.8822,1,0,ORI,5,0,1,3,4,1,1,1,1,1,1.0,2.0,1.0
0.7836,2,0,PER,8,1,1,3,3,1,1,1,2,2,1.0,0.0,1.0
4.1041,2,1,ORI,8,4,1,4,5,1,1,1,1,1,1.0,4.0,1.0
3.326,1,1,PER,5,1,1,4,4,1,1,1,3,2,1.0,0.0,1.0
0.4027,1,0,BRI,8,4,1,4,4,1,1,1,2,2,1.0,0.0,1.0
11.6082,2,1,ORI,5,4,1,3,3,1,1,1,1,1,1.0,0.0,1.0
0.6849,2,0,BRI,7,4,1,3,3,1,1,1,2,2,1.0,0.0,1.0
5.0767,1,1,ORI,8,4,1,4,4,1,1,1,1,1,1.0,0.0,1.0
8.6219,2,1,BUR,5,0,1,5,5,1,1,1,1,1,4.0,0.0,3.0
9.474,2,1,TUV,4,5,1,4,5,1,1,1,1,1,2.0,1.0,1.0
3.926,2,1,BUR,4,0,1,3,2,1,1,2,2,2,1.0,0.0,1.0
7.2767,1,1,ORI,8,4,1,4,3,1,1,2,1,1,1.0,0.0,0.0
3.7041,2,0,ORI,5,4,1,3,3,1,1,1,2,2,1.0,0.0,1.0
2.1781,2,0,ORI,8,4,1,3,3,2,1,2,1,1,1.0,0.0,1.0
2.1781,2,0,ORI,8,4,1,3,3,1,1,1,2,3,1.0,0.0,1.0
11.8959,2,1,RUS,8,2,1,3,3,1,1,1,2,2,1.0,0.0,1.0
2.2795,1,1,TUV,4,5,1,4,4,1,1,1,2,1,2.0,4.0,1.0
8.4877,1,1,RUS,5,1,0,4,4,1,1,2,2,2,1.0,0.0,1.0
0.8055,2,0,ORI,8,4,1,4,5,1,1,1,1,1,1.0,0.0,1.0
3.3644,1,1,RUS,6,0,1,4,4,1,1,1,2,2,1.0,0.0,1.0
2.2795,2,1,TUV,3,5,0,5,5,1,1,1,2,2,1.0,0.0,1.0
1.6329,2,1,RUS,6,0,1,4,4,1,1,1,1,1,1.0,0.0,1.0
0.8055,1,0,ORI,6,4,1,5,4,1,1,2,2,3,1.0,0.0,1.0
11.4795,1,1,RAG,5,2,1,3,4,1,1,2,1,1,2.0,0.0,1.0
1.8356,2,1,RUS,4,4,1,3,4,1,1,1,2,2,3.0,0.0,1.0
0.6877,1,1,MCO,5,0,1,5,5,1,1,1,2,2,3.0,5.0,1.0
1.1014,2,1,RUS,5,4,1,3,4,1,1,1,2,2,3.0,1.0,1.0
1.6603,2,0,ORI,5,0,1,4,4,1,1,2,2,3,1.0,1.0,1.0
3.5205,2,1,ORI,5,1,1,3,3,2,1,1,4,4,1.0,2.0,1.0
4.8712,1,1,BRI,5,4,1,3,4,1,1,1,2,1,3.0,0.0,1.0
9.4137,2,1,ORI,5,4,0,3,5,1,2,3,2,1,1.0,2.0,1.0
4.4603,2,1,DRX,4,0,1,3,4,1,1,1,2,2,3.0,0.0,1.0
2.4658,2,1,BEN,4,5,1,5,5,1,1,1,3,3,1.0,0.0,1.0
21.2521,2,1,HCS,2,1,1,4,4,2,1,3,1,1,1.0,0.0,1.0
2.4658,2,1,BEN,4,5,1,4,5,1,1,1,4,2,1.0,0.0,1.0
0.4493,2,0,PER,8,1,1,2,1,1,1,1,5,5,1.0,0.0,1.0
3.6548,2,1,BUR,4,0,1,3,4,1,1,1,1,1,1.0,0.0,1.0
1.8164,1,1,BUR,4,0,1,3,4,1,1,1,1,1,1.0,0.0,1.0
9.8521,2,1,ABY,3,0,1,3,5,1,1,4,2,1,4.0,1.0,1.0
2.4,2,1,DRX,4,3,1,5,5,2,5,5,1,4,3.0,0.0,2.0
15.3726,2,1,BUR,6,3,1,3,4,1,1,1,1,1,1.0,0.0,1.0
1.9315,2,1,ORI,5,1,1,5,5,1,1,1,1,1,3.0,0.0,1.0
1.2219,2,0,KOR,4,1,1,5,3,2,2,1,2,4,2.0,1.0,1.0
12.3068,1,1,HCS,2,5,1,3,5,1,1,3,2,1,3.0,0.0,2.0
12.3068,1,1,HCS,2,5,1,5,5,1,1,3,2,3,1.0,0.0,1.0
9.8164,2,1,HCS,4,4,1,3,3,1,1,2,5,5,1.0,5.0,1.0
1.389,2,0,PER,5,5,1,4,4,1,1,1,1,1,1.0,0.0,1.0
1.389,2,1,PER,5,5,0,4,4,1,1,1,1,1,1.0,0.0,1.0
0.3452,2,0,PER,8,0,0,5,5,1,1,1,1,1,1.0,0.0,1.0
0.3452,2,0,PER,8,0,0,5,5,1,1,1,1,1,1.0,0.0,1.0
0.3452,2,0,PER,8,0,0,5,3,1,1,1,2,1,1.0,0.0,1.0
0.3452,1,0,PER,8,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.3452,1,0,PER,8,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.3452,1,0,PER,8,0,1,5,5,1,1,1,1,1,1.0,0.0,1.0
0.5918,1,0,PER,5,1,1,5,5,1,1,1,1,1,2.0,5.0,1.0
10.0822,1,1,PER,8,1,1,4,4,1,1,1,3,4,2.0,2.0,1.0
5.5507,1,1,ORI,6,1,1,5,4,1,1,1,2,4,1.0,4.0,1.0
8.8877,2,1,PER,4,1,1,4,5,1,1,2,1,1,2.0,0.0,2.0
7.926,2,1,ABY,4,5,1,5,5,1,1,2,1,1,3.0,0.0,2.0
8.1753,1,1,ABY,3,5,1,5,5,1,1,2,1,1,3.0,0.0,1.0
2.8521,1,1,BUR,4,1,1,4,5,2,1,1,2,2,3.0,0.0,1.0
12.7589,1,1,PER,4,4,1,3,4,2,1,2,4,3,3.0,0.0,1.0
0.3644,1,0,other,4,4,0,5,5,1,1,1,2,1,3.0,3.0,1.0
5.5041,1,1,BEN,5,0,1,4,5,1,2,2,2,1,2.0,2.0,1.0
11.4822,2,1,CRX,5,4,1,2,5,1,1,2,2,2,4.0,0.0,1.0
15.6904,2,1,BRI,4,1,0,2,4,1,1,1,2,3,3.0,0.0,1.0
7.6521,2,1,ORI,6,5,0,4,5,1,1,2,4,4,1.0,0.0,1.0
8.9151,1,1,HCS,1,2,1,4,4,2,2,2,2,2,1.0,5.0,2.0
0.5123,2,0,BRI,4,4,0,5,5,1,1,1,2,2,3.0,1.0,1.0
3.9562,1,1,DRX,8,1,1,4,4,2,2,1,1,1,1.0,2.0,0.0
0.9452,2,1,NFO,4,1,0,5,5,1,1,1,3,2,1.0,1.0,0.0
6.1699,2,1,MCO,5,4,1,3,4,1,1,2,3,3,1.0,3.0,1.0
6.1753,2,1,SIB,6,4,1,4,3,1,1,1,4,4,1.0,0.0,1.0
4.8822,1,1,SIB,5,4,1,3,5,1,1,2,2,2,1.0,0.0,1.0
4.4411,2,1,DRX,5,3,1,3,5,1,1,1,3,2,3.0,0.0,1.0
4.1918,2,1,DRX,5,4,1,5,5,1,1,1,1,1,3.0,0.0,1.0
12.8712,1,1,TUV,4,5,1,3,4,2,2,4,2,3,2.0,2.0,1.0
2.5753,2,1,PER,6,1,1,4,4,1,1,1,1,2,1.0,0.0,1.0
13.4384,2,1,TUV,4,5,1,2,2,4,3,3,4,4,2.0,2.0,1.0
2.2822,2,1,PER,5,1,1,4,4,1,1,4,3,4,1.0,0.0,1.0
4.1425,2,1,BRI,4,5,1,4,4,1,1,3,2,3,2.0,3.0,1.0
2.074,1,1,PER,5,1,1,4,4,1,1,1,2,1,1.0,0.0,1.0
2.9068,2,1,BRI,4,5,1,2,5,1,1,1,4,3,3.0,0.0,1.0
0.9671,2,0,PER,8,1,1,4,4,1,1,1,2,2,1.0,0.0,1.0
0.9671,1,0,PER,8,1,1,4,4,1,1,1,4,1,1.0,0.0,1.0
9.4493,2,1,PER,6,1,1,2,1,1,1,2,2,4,1.0,0.0,1.0
6.6548,2,1,BRI,4,1,1,3,2,1,2,1,2,4,1.0,0.0,1.0
2.1014,1,1,other,4,5,1,5,5,1,1,1,1,1,3.0,0.0,1.0
2.337,1,0,other,4,5,1,3,3,1,1,1,3,4,1.0,0.0,1.0
2.6384,1,1,BRI,6,4,1,3,3,1,1,1,2,2,1.0,0.0,1.0
1.7315,1,1,BRI,4,3,0,4,5,1,1,1,1,1,1.0,0.0,1.0
4.1945,2,1,BRI,6,4,1,3,2,1,1,2,3,2,1.0,0.0,1.0
5.2548,2,1,BRI,7,4,1,3,2,1,1,3,2,2,1.0,0.0,1.0
7.9726,1,1,BRI,4,1,1,3,3,1,1,1,1,1,1.0,0.0,1.0
0.8603,1,1,BRI,4,5,1,5,4,1,1,1,2,2,1.0,0.0,1.0
0.8521,1,1,BRI,4,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
16.2685,1,1,HCS,2,5,1,2,5,1,1,1,2,1,2.0,2.0,1.0
5.9863,2,1,HCS,2,2,1,4,4,1,1,1,3,3,3.0,0.0,1.0
6.2466,2,1,HCS,1,2,1,4,5,1,1,2,3,4,3.0,4.0,1.0
11.011,2,1,PER,4,0,1,3,4,1,1,1,2,2,1.0,0.0,1.0
13.4959,1,1,PER,4,0,1,4,4,1,1,2,1,1,1.0,0.0,1.0
1.0959,2,0,PER,4,5,1,4,4,1,1,1,1,1,1.0,0.0,1.0
1.0959,2,0,PER,4,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
2.0822,1,0,CRX,6,0,1,4,4,1,1,2,1,1,1.0,0.0,1.0
6.4658,2,1,KOR,6,0,1,3,4,1,1,3,3,3,1.0,0.0,1.0
6.726,2,1,KOR,4,0,1,5,5,1,1,1,1,1,1.0,2.0,2.0
5.9123,1,1,KOR,6,0,1,4,4,1,1,2,3,2,1.0,0.0,1.0
1.1096,2,0,RUS,5,1,1,5,5,1,1,1,1,1,1.0,0.0,1.0
8.2685,2,1,HCS,3,1,1,4,5,1,1,1,1,2,1.0,0.0,1.0
4.3726,1,1,BRI,4,1,1,3,4,1,1,1,1,1,1.0,5.0,1.0
1.1836,2,0,RUS,3,4,1,5,5,1,1,1,2,2,3.0,0.0,1.0
2.8082,2,0,BRI,4,1,1,3,3,1,1,1,1,1,1.0,0.0,1.0
5.5671,1,1,other,6,5,1,3,5,1,1,2,3,4,1.0,0.0,1.0
1.126,2,0,ORI,2,5,1,5,5,1,1,1,1,1,1.0,0.0,1.0
1.6548,1,1,ABY,4,5,1,4,5,1,1,2,1,1,1.0,0.0,1.0
1.8877,1,1,BUR,6,3,1,5,5,1,1,1,2,2,2.0,2.0,1.0
2.6849,2,1,ORI,2,5,1,5,5,2,1,2,1,1,1.0,0.0,1.0
12.611,2,1,other,8,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
5.5863,1,1,SBI,2,5,1,3,4,1,1,1,1,1,1.0,0.0,1.0
8.9644,2,1,KOR,5,0,0,3,5,1,1,2,1,1,2.0,0.0,1.0
1.5863,1,0,DRX,4,1,0,4,4,1,2,1,3,3,3.0,0.0,1.0
7.6575,2,1,ORI,6,3,1,4,5,1,1,2,3,2,2.0,0.0,2.0
11.5151,2,1,other,8,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
0.8411,1,0,PER,6,0,1,3,4,1,1,1,2,2,1.0,0.0,1.0
5.3178,1,1,BRI,4,5,1,3,5,1,1,1,1,1,1.0,3.0,1.0
5.3096,2,1,SBI,2,5,1,3,4,1,1,2,1,1,1.0,0.0,1.0
11.5151,2,1,other,4,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
9.8822,2,1,other,4,5,1,3,4,1,1,1,1,1,3.0,0.0,1.0
9.8822,2,1,other,8,5,1,3,4,1,1,1,1,1,3.0,0.0,1.0
17.9753,1,1,KOR,3,1,1,4,4,2,1,3,2,2,2.0,0.0,1.0
2.4137,1,0,BRI,4,5,1,3,4,1,1,2,1,1,1.0,0.0,1.0
4.1452,1,1,BRI,4,5,0,2,3,1,1,1,3,4,2.0,0.0,1.0
4.7753,2,1,BUR,4,0,1,3,5,3,1,4,1,1,4.0,1.0,0.0
6.8877,1,1,RAG,7,3,1,3,3,1,1,1,3,4,1.0,0.0,1.0
5.5123,2,1,RUS,6,1,1,4,4,1,1,2,3,3,2.0,1.0,1.0
2.8685,1,1,BRI,4,5,1,3,4,1,1,1,1,1,1.0,0.0,1.0
11.0986,1,1,other,5,5,0,3,4,1,1,1,1,1,3.0,0.0,1.0
8.0521,2,1,other,7,0,1,3,4,1,1,1,1,1,3.0,0.0,1.0
7.0438,1,1,TUV,4,5,1,3,3,2,3,4,4,4,3.0,0.0,0.0
1.526,2,0,RAG,5,0,1,5,5,1,1,2,4,1,1.0,0.0,1.0
6.3753,1,1,BRI,4,5,1,2,2,1,1,1,1,1,1.0,0.0,1.0
6.9836,2,1,RAG,6,3,1,4,3,1,1,1,2,2,1.0,0.0,1.0
7.4685,1,1,other,4,5,1,3,4,1,1,1,2,1,3.0,0.0,1.0
6.5507,1,1,BRI,4,5,1,3,3,1,1,1,1,1,1.0,4.0,1.0
1.2438,2,1,RUS,4,1,1,5,5,1,1,3,5,5,3.0,0.0,1.0
6.1781,1,1,other,7,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
6.0274,2,0,other,7,5,1,3,3,1,1,1,3,3,3.0,0.0,1.0
5.5808,1,0,other,5,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
5.5671,1,1,other,7,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
4.1973,1,1,BRI,4,5,0,4,4,1,1,1,3,3,1.0,0.0,1.0
9.3205,1,1,HCS,4,2,1,3,4,3,3,3,2,1,4.0,0.0,1.0
5.1342,2,0,other,7,5,1,3,4,1,1,1,1,2,3.0,0.0,1.0
1.9288,2,0,PER,6,1,1,3,3,1,1,2,2,2,1.0,0.0,1.0
2.7589,2,1,BRI,4,4,0,4,4,1,1,1,2,2,1.0,0.0,1.0
5.1342,1,0,other,5,5,1,3,4,1,1,1,2,2,3.0,0.0,1.0
5.1068,2,1,other,7,4,1,3,4,1,1,1,2,2,3.0,0.0,1.0
1.8959,2,1,BRI,4,4,1,3,4,1,1,1,2,2,1.0,0.0,1.0
3.6247,2,1,BUR,4,5,1,5,5,1,1,3,1,1,3.0,0.0,1.0
5.1068,2,1,other,7,4,1,3,4,1,1,1,2,1,3.0,0.0,1.0
5.1068,1,0,other,4,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
1.6603,1,1,BUR,8,5,1,5,1,1,1,1,2,3,1.0,0.0,1.0
0.6247,2,0,PER,8,0,0,4,5,1,1,1,2,1,1.0,0.0,1.0
3.3096,1,0,other,7,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
10.4301,1,1,BRI,3,4,1,3,5,1,1,1,1,1,2.0,0.0,1.0
6.6274,2,1,NFO,2,1,0,5,5,1,1,2,2,2,1.0,4.0,1.0
3.3096,1,1,other,7,5,1,3,5,1,1,1,1,1,3.0,0.0,1.0
0.6247,2,0,PER,6,0,1,4,4,1,1,1,2,1,1.0,0.0,1.0
8.9233,2,1,BRI,3,0,0,4,4,1,1,1,2,2,1.0,0.0,1.0
2.2356,2,0,other,7,5,1,3,5,1,1,1,1,2,3.0,0.0,1.0
0.6247,1,1,PER,6,0,1,3,5,1,1,1,1,1,1.0,0.0,1.0
9.8658,2,1,PER,4,0,1,3,5,1,1,1,2,1,3.0,0.0,1.0
3.1479,1,1,RUS,4,5,1,4,4,1,1,1,4,4,3.0,0.0,1.0
4.8301,1,1,RUS,5,5,1,4,4,1,1,1,2,2,3.0,0.0,1.0
4.1452,2,1,BRI,4,5,1,4,4,1,1,1,2,4,1.0,0.0,1.0
7.4137,2,1,BRI,4,3,1,3,4,2,1,2,2,2,1.0,0.0,1.0
3.6082,2,0,PER,7,3,0,3,3,1,1,1,2,2,1.0,0.0,1.0
1.5315,1,1,RAG,6,3,1,4,4,1,1,1,2,3,1.0,0.0,1.0
5.9096,2,1,BRI,4,4,1,3,3,1,1,1,4,5,2.0,0.0,1.0
5.9644,1,1,other,7,5,1,3,5,1,1,1,1,3,3.0,0.0,1.0
